firstname,lastname,email,phone,lifecyclestage,hs_lead_status,deal_stage,unsubscribed_from_all_email,hs_email_open,hs_email_click,hs_analytics_last_visit_timestamp,zoho_last_open_date,zoho_lead_status,zoho_id,daysmart_id,master_id,last_appointment_date,daysmart_status,lifetime_value,total_appointments,loyalty_points,primary_service,zerobounce_status,zerobounce_score,email_verification_status,service_interests,data_rule_applied,source_system,record_type,import_date
Jesus,James,emmamiller@example.org,(828) 875-9589,lead,Converted,,False,107,19,2025-10-18,2025-10-18,Converted,ZCR-107543,,ZCR-107543,2024-04-21,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Scott,Ryan,yesenia36@example.net,(260) 483-6247,lead,Unqualified,Value Proposition,False,92,14,2026-01-03,2026-01-03,Unqualified,ZCR-107544,,ZCR-107544,2025-06-24,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Professional; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Michelle,Lopez,linda27@example.com,(113) 928-4979,lead,New,Perception Analysis,False,107,58,2025-04-19,2025-04-19,New,ZCR-107545,,ZCR-107545,2025-09-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Michelle,Davis,tammy88@example.org,(305) 090-3692,lead,Converted,Proposal,False,30,10,2026-04-12,2026-04-12,Converted,ZCR-107546,,ZCR-107546,2025-04-10,No DaySmart Record,0.0,0,0,,valid,10,Valid,New Customer; Retail; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Aaron,Henry,lori13@example.org,(375) 252-9140,lead,Qualified,Value Proposition,True,56,12,2025-12-13,2025-12-13,Qualified,ZCR-107548,,ZCR-107548,2024-09-07,No DaySmart Record,0.0,0,0,,do_not_mail,1,Valid,Beauty; High Value; Wellness,Do Not Mail,Zoho,Zoho Only — Never Booked,2026-04-14
Jeffrey,Campbell,yallen@example.net,(930) 880-9440,lead,Converted,Perception Analysis,False,110,54,2025-10-15,2025-10-15,Converted,ZCR-107549,,ZCR-107549,2025-09-16,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Andres,Cisneros,jodyguzman@example.com,(268) 911-1918,lead,New,,False,114,8,2026-04-09,2026-04-09,New,ZCR-107550,,ZCR-107550,2025-04-29,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Fitness; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Mary,Long,jacobjoseph@example.com,(798) 961-8419,lead,Qualified,Closed Lost,False,104,43,2025-05-03,2025-05-03,Qualified,ZCR-107551,,ZCR-107551,2024-04-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Renee,Martinez,michaelcoleman@example.net,(599) 762-8944,lead,New,Proposal,False,23,23,2025-11-21,2025-11-21,New,ZCR-107552,,ZCR-107552,2025-03-31,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Anthony,Hughes,ppeterson@example.net,(823) 921-4646,lead,Qualified,Proposal,True,76,6,2025-12-04,2025-12-04,Qualified,ZCR-107553,,ZCR-107553,2025-10-02,No DaySmart Record,0.0,0,0,,do_not_mail,1,Valid,Hospitality; New Customer,Do Not Mail,Zoho,Zoho Only — Never Booked,2026-04-14
James,Wilcox,cleon@example.com,(782) 913-1930,lead,New,Closed Lost,False,5,5,2025-08-24,2025-08-24,New,ZCR-107554,,ZCR-107554,2026-02-27,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Dr.,Daniel Coleman PhD,jensenjoan@example.org,(318) 235-7151,lead,New,,False,56,50,2026-03-06,2026-03-06,New,ZCR-107555,,ZCR-107555,2026-03-26,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Repeat; VIP; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Kimberly,Martin,michaelpacheco@example.org,(536) 786-9736,lead,Converted,Negotiation,False,93,14,2026-02-16,2026-02-16,Converted,ZCR-107556,,ZCR-107556,2026-03-13,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Education; Fitness; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Kim,Eaton,jesus49@example.org,(915) 790-3915,lead,Unqualified,Value Proposition,False,12,5,2025-10-11,2025-10-11,Unqualified,ZCR-107557,,ZCR-107557,2024-09-12,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; High Value; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Luis,Rodriguez,joyceanderson@example.org,(230) 899-2368,lead,Working,Prospecting,False,2,2,2025-05-05,2025-05-05,Working,ZCR-107559,,ZCR-107559,2024-06-06,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Corporate; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Terry,Hernandez,ianmccarthy@example.net,(019) 887-1256,lead,Working,Qualification,False,90,21,2025-07-11,2025-07-11,Working,ZCR-107560,,ZCR-107560,2024-09-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Laura,Cross,jasonescobar@example.com,(192) 575-0140,lead,Unqualified,Needs Analysis,False,66,46,2025-12-01,2025-12-01,Unqualified,ZCR-107562,,ZCR-107562,2025-03-29,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Education,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Beverly,Jackson,karensherman@example.com,(024) 419-4860,lead,Working,Qualification,False,90,32,2025-11-12,2025-11-12,Working,ZCR-107564,,ZCR-107564,2024-08-22,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Laura,Jones,perezlauren@example.org,(757) 049-1459,lead,Converted,Closed Lost,False,104,47,2026-01-02,2026-01-02,Converted,ZCR-107566,,ZCR-107566,2025-02-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Johnny,Valdez,aadams@example.org,(701) 408-6807,lead,Qualified,,False,106,51,2025-10-08,2025-10-08,Qualified,ZCR-107567,,ZCR-107567,2025-04-24,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Mark,Chase,elizabeth46@example.org,(986) 044-2918,lead,New,Needs Analysis,False,72,35,2025-07-26,2025-07-26,New,ZCR-107569,,ZCR-107569,2024-09-22,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Beauty; Referral; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Corey,Rosales,diane39@example.org,(585) 730-1392,lead,Working,Qualification,False,63,58,2025-12-29,2025-12-29,Working,ZCR-107570,,ZCR-107570,2025-06-19,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Beauty; Fitness; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Christopher,Wilson,maustin@example.com,(936) 716-6581,lead,New,Negotiation,False,82,19,2026-04-07,2026-04-07,New,ZCR-107572,,ZCR-107572,2024-07-31,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Education; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Brooke,Shepard,adam91@example.com,(705) 561-2923,lead,Converted,Value Proposition,False,21,2,2025-09-12,2025-09-12,Converted,ZCR-107573,,ZCR-107573,2024-12-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,Referral; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Catherine,Murray,daniel96@example.com,(477) 198-5829,lead,Qualified,Closed Won,False,65,9,2025-12-17,2025-12-17,Qualified,ZCR-107575,,ZCR-107575,2025-05-04,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
James,Evans,richard44@example.com,(734) 205-6795,lead,Converted,Negotiation,False,50,5,2025-12-15,2025-12-15,Converted,ZCR-107576,,ZCR-107576,2024-10-14,No DaySmart Record,0.0,0,0,,valid,10,Valid,Professional; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Joshua,Hull,brownchristian@example.net,(443) 228-2043,lead,Converted,Value Proposition,False,98,1,2025-08-05,2025-08-05,Converted,ZCR-107577,,ZCR-107577,2024-05-13,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Colleen,Johnson,sydney88@example.net,(933) 058-7563,lead,Working,Decision Maker,False,17,15,2025-04-23,2025-04-23,Working,ZCR-107581,,ZCR-107581,2025-07-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Sandra,Johnson,cindydunn@example.org,(572) 522-1597,lead,Qualified,Perception Analysis,False,78,11,2025-11-30,2025-11-30,Qualified,ZCR-107582,,ZCR-107582,2025-04-17,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Joshua,Miller,iwilliams@example.net,(026) 265-8494,lead,New,,False,12,8,2025-10-14,2025-10-14,New,ZCR-107583,,ZCR-107583,2025-08-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Healthcare; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Joe,Fitzgerald,kevin53@example.org,(348) 733-5046,lead,Qualified,Value Proposition,False,100,5,2025-12-05,2025-12-05,Qualified,ZCR-107584,,ZCR-107584,2026-03-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Lori,Williams,jessica67@example.org,(709) 185-7714,lead,Working,Closed Lost,False,99,53,2025-11-28,2025-11-28,Working,ZCR-107585,,ZCR-107585,2024-12-14,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Diana,Meza,tracyturner@example.net,(697) 518-3809,lead,Qualified,Qualification,False,11,8,2025-05-20,2025-05-20,Qualified,ZCR-107586,,ZCR-107586,2025-07-22,No DaySmart Record,0.0,0,0,,valid,10,Valid,New Customer; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Kristina,Palmer,donna98@example.com,(250) 055-7346,lead,New,Proposal,False,113,4,2025-11-19,2025-11-19,New,ZCR-107587,,ZCR-107587,2025-06-14,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Christopher,Trujillo,brian43@example.com,(321) 655-2973,lead,Qualified,Value Proposition,False,96,44,2025-09-25,2025-09-25,Qualified,ZCR-107589,,ZCR-107589,2025-05-19,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Healthcare; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tracy,Alexander,vmanning@example.org,(527) 460-5304,lead,Qualified,Negotiation,False,112,41,2025-10-15,2025-10-15,Qualified,ZCR-107590,,ZCR-107590,2025-12-12,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Education; High Value; Hospitality,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jamie,Perkins,luis08@example.org,(678) 573-5029,lead,Unqualified,,False,72,8,2026-01-30,2026-01-30,Unqualified,ZCR-107591,,ZCR-107591,2026-02-15,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jaime,Smith,andrew69@example.com,(723) 210-2529,lead,Unqualified,Perception Analysis,False,17,17,2025-05-24,2025-05-24,Unqualified,ZCR-107592,,ZCR-107592,2024-07-19,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Course; Professional; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Carolyn,Myers,jennifer82@example.com,(416) 111-7531,lead,New,Negotiation,False,107,58,2026-01-11,2026-01-11,New,ZCR-107593,,ZCR-107593,2024-08-14,No DaySmart Record,0.0,0,0,,valid,10,Valid,Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Alexandra,Ramos,matthew56@example.org,(784) 869-7738,lead,Qualified,Closed Lost,False,44,37,2025-05-15,2025-05-15,Qualified,ZCR-107594,,ZCR-107594,2025-01-05,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Referral; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Lindsay,Davis,patricia13@example.org,(775) 239-9158,lead,Unqualified,Value Proposition,False,24,7,2025-08-13,2025-08-13,Unqualified,ZCR-107595,,ZCR-107595,2026-03-26,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Henry,Tate,anthony30@example.org,(276) 416-5044,lead,Working,Proposal,False,23,3,2025-11-15,2025-11-15,Working,ZCR-107596,,ZCR-107596,2025-03-27,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Hospitality; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Catherine,Fox,hector74@example.org,(665) 901-6113,lead,New,Prospecting,False,42,33,2025-12-29,2025-12-29,New,ZCR-107597,,ZCR-107597,2026-02-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; High Value; Hospitality,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tiffany,Bean,kelli59@example.net,(061) 763-2648,lead,Working,Proposal,False,8,0,2026-01-13,2026-01-13,Working,ZCR-107598,,ZCR-107598,2025-03-08,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Maria,Campbell,sophiawilson@example.org,(470) 859-8801,lead,Qualified,Value Proposition,False,87,18,2025-06-09,2025-06-09,Qualified,ZCR-107599,,ZCR-107599,2024-11-20,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Newsletter; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tyler,Gomez,arichardson@example.net,(272) 473-1424,lead,Qualified,Closed Won,True,12,6,2026-04-05,2026-04-05,Qualified,ZCR-107600,,ZCR-107600,2025-08-23,No DaySmart Record,0.0,0,0,,do_not_mail,1,Valid,Healthcare; Repeat; VIP,Do Not Mail,Zoho,Zoho Only — Never Booked,2026-04-14
James,Weaver,hillsheila@example.net,(562) 275-9124,lead,Converted,Closed Lost,False,103,17,2026-04-12,2026-04-12,Converted,ZCR-107601,,ZCR-107601,2025-10-25,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Justin,Evans,nicholasbates@example.net,(940) 487-8127,lead,Working,Proposal,False,78,44,2025-04-26,2025-04-26,Working,ZCR-107602,,ZCR-107602,2024-08-22,No DaySmart Record,0.0,0,0,,valid,10,Valid,High Value; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Robert,Miller,christopher88@example.com,(240) 781-8041,lead,Qualified,Proposal,False,90,51,2025-10-23,2025-10-23,Qualified,ZCR-107603,,ZCR-107603,2025-09-24,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Kevin,Santos,joseph00@example.net,(292) 154-5776,lead,New,Value Proposition,False,52,24,2025-09-01,2025-09-01,New,ZCR-107606,,ZCR-107606,2025-01-27,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Hospitality; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tamara,Luna,grantjohnson@example.org,(860) 868-7315,lead,Unqualified,Closed Lost,False,116,28,2025-10-17,2025-10-17,Unqualified,ZCR-107607,,ZCR-107607,2025-12-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Repeat; VIP; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Sharon,Singh,hawkinsbrandy@example.net,(394) 091-1765,lead,Qualified,Decision Maker,False,94,11,2026-04-01,2026-04-01,Qualified,ZCR-107608,,ZCR-107608,2025-06-12,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Alexis,Frost,pbishop@example.org,(162) 125-3930,lead,Unqualified,Proposal,False,58,38,2026-02-21,2026-02-21,Unqualified,ZCR-107609,,ZCR-107609,2025-01-15,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Corporate; Course; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jonathan,Nash,sanchezmichael@example.net,(560) 563-5306,lead,Qualified,Proposal,False,52,42,2026-03-19,2026-03-19,Qualified,ZCR-107610,,ZCR-107610,2025-11-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Nicole,Koch,nreyes@example.com,(084) 910-2176,lead,Converted,Value Proposition,False,22,6,2025-04-16,2025-04-16,Converted,ZCR-107611,,ZCR-107611,2024-12-23,No DaySmart Record,0.0,0,0,,unknown,4,Valid,High Value; Hospitality; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jessica,Kemp,diazanne@example.org,(855) 743-8827,lead,Working,Closed Won,False,64,60,2025-08-24,2025-08-24,Working,ZCR-107613,,ZCR-107613,2024-07-15,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Corporate; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Noah,Jones,jjones@example.net,(699) 807-4167,lead,Unqualified,Negotiation,False,110,36,2025-07-18,2025-07-18,Unqualified,ZCR-107614,,ZCR-107614,2025-11-19,No DaySmart Record,0.0,0,0,,valid,10,Valid,Referral; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Kara,Hart,james49@example.net,(335) 402-0854,lead,New,Closed Lost,False,45,43,2025-05-22,2025-05-22,New,ZCR-107615,,ZCR-107615,2024-05-25,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Healthcare; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Ryan,Roman,espinozamichael@example.org,(786) 901-6358,lead,Qualified,Needs Analysis,False,85,48,2025-06-14,2025-06-14,Qualified,ZCR-107617,,ZCR-107617,2024-05-21,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Education; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Eric,Humphrey,mark49@example.org,(615) 585-8272,lead,New,Closed Lost,False,52,9,2025-04-19,2025-04-19,New,ZCR-107618,,ZCR-107618,2024-06-16,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Education; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Shane,Mays,rojastracy@example.org,(228) 267-6260,lead,Unqualified,Perception Analysis,False,1,0,2025-08-25,2025-08-25,Unqualified,ZCR-107621,,ZCR-107621,2025-12-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Healthcare; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Christine,Williams,tayers@example.org,(735) 003-4250,lead,Converted,Closed Lost,False,63,30,2025-05-20,2025-05-20,Converted,ZCR-107624,,ZCR-107624,2024-12-19,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Healthcare; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Austin,Thomas,averybenjamin@example.org,(924) 017-8453,lead,Unqualified,Proposal,False,66,11,2025-10-04,2025-10-04,Unqualified,ZCR-107625,,ZCR-107625,2024-05-17,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
William,Yoder,joannecross@example.com,(206) 512-1400,lead,Working,Prospecting,False,0,0,2025-06-30,2025-06-30,Working,ZCR-107626,,ZCR-107626,2026-03-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Hector,Patton,williamsdouglas@example.net,(761) 908-9177,lead,Qualified,Proposal,False,49,27,2026-03-02,2026-03-02,Qualified,ZCR-107627,,ZCR-107627,2024-05-18,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Catherine,Maldonado,martinezdavid@example.org,(885) 427-7969,lead,Qualified,Proposal,False,50,26,2026-01-10,2026-01-10,Qualified,ZCR-107628,,ZCR-107628,2024-04-28,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Stephanie,Thomas,alejandro61@example.org,(893) 492-6101,lead,Working,Decision Maker,False,86,46,2025-07-20,2025-07-20,Working,ZCR-107630,,ZCR-107630,2025-10-16,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; High Value; Hospitality,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Charles,Williams,ycole@example.org,(787) 916-9647,lead,Converted,Needs Analysis,False,56,56,2025-11-13,2025-11-13,Converted,ZCR-107632,,ZCR-107632,2024-09-01,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Sandy,Gardner,chenthomas@example.com,(228) 344-3484,lead,Converted,Perception Analysis,False,34,24,2025-04-26,2025-04-26,Converted,ZCR-107634,,ZCR-107634,2026-02-23,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Corporate; Newsletter; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Julia,Obrien,icampos@example.com,(943) 703-6152,lead,Converted,Closed Won,False,115,30,2026-02-16,2026-02-16,Converted,ZCR-107635,,ZCR-107635,2024-12-29,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Amanda,Hanson DDS,rossjanet@example.org,(977) 556-5931,lead,Unqualified,Prospecting,False,62,14,2026-02-14,2026-02-14,Unqualified,ZCR-107636,,ZCR-107636,2025-01-29,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Healthcare; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Caleb,Hoffman,taylorlauren@example.net,(903) 953-3480,lead,Converted,Prospecting,False,51,24,2025-05-06,2025-05-06,Converted,ZCR-107637,,ZCR-107637,2025-01-10,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; New Customer; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Timothy,Moore,sherry87@example.org,(799) 435-6622,lead,New,Needs Analysis,False,31,27,2025-11-07,2025-11-07,New,ZCR-107638,,ZCR-107638,2026-03-30,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare; New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Kristina,Lee,rwashington@example.com,(953) 790-8610,lead,Working,Closed Lost,False,23,4,2026-03-29,2026-03-29,Working,ZCR-107639,,ZCR-107639,2025-11-25,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Sharon,Ayala,michaelwalker@example.net,(860) 121-0498,lead,Qualified,,False,51,11,2025-05-24,2025-05-24,Qualified,ZCR-107640,,ZCR-107640,2025-07-21,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Nicole,Smith,wrandall@example.com,(302) 353-4923,lead,Converted,Needs Analysis,False,42,16,2025-10-17,2025-10-17,Converted,ZCR-107642,,ZCR-107642,2025-10-02,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Melissa,Lawson,cookjoseph@example.com,(547) 913-0653,lead,Unqualified,Closed Won,False,40,26,2025-06-03,2025-06-03,Unqualified,ZCR-107643,,ZCR-107643,2026-01-04,No DaySmart Record,0.0,0,0,,valid,10,Valid,Professional; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Dr.,Gregory Lewis,webbveronica@example.net,(673) 616-8168,lead,Qualified,,False,62,9,2026-03-14,2026-03-14,Qualified,ZCR-107645,,ZCR-107645,2024-12-06,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Hospitality; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Dana,Terry,ricejames@example.net,(058) 780-0855,lead,Converted,,False,57,2,2025-06-10,2025-06-10,Converted,ZCR-107647,,ZCR-107647,2024-10-19,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Healthcare; Hospitality; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
